kepid,kepoi_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
1432789,992.02,CANDIDATE,4.578343670,6.3820000e-05,-6.3820000e-05,1.79,0.12,0.17,1.515,0.078,-0.074,1.132,0.089,-0.083
1432789,992.01,CANDIDATE,9.931463070,5.1860000e-05,-5.1860000e-05,2.99,0.20,0.16,1.515,0.078,-0.074,1.132,0.089,-0.083
1717722,3145.02,CANDIDATE,0.977311489,4.6310000e-06,-4.6310000e-06,1.01,0.08,0.05,0.656,0.018,-0.017,0.672,0.028,-0.026
1717722,3145.01,CANDIDATE,4.537021210,2.4980000e-05,-2.4980000e-05,1.58,0.38,0.15,0.656,0.018,-0.017,0.672,0.028,-0.026
1718189,993.02,CANDIDATE,13.060793600,1.0530000e-04,-1.0530000e-04,1.30,0.49,0.10,0.790,0.011,-0.010,0.853,0.025,-0.036
1718189,993.01,CANDIDATE,21.853629050,9.2260000e-05,-9.2260000e-05,1.58,0.34,0.10,0.790,0.011,-0.010,0.853,0.025,-0.036
1718189,993.03,CANDIDATE,86.723653000,1.7580000e-03,-1.7580000e-03,1.29,0.34,0.12,0.790,0.011,-0.010,0.853,0.025,-0.036
1724719,4212.01,CANDIDATE,5.791799340,3.3500000e-05,-3.3500000e-05,1.61,0.05,0.26,1.259,0.031,-0.033,1.235,0.046,-0.057
1724719,4212.02,CANDIDATE,10.098963400,1.1710000e-04,-1.1710000e-04,0.98,0.35,0.03,1.259,0.031,-0.033,1.235,0.046,-0.057
1871056,1001.01,CANDIDATE,40.806533300,2.0830000e-04,-2.0830000e-04,3.54,0.13,0.10,2.000,0.054,-0.053,1.426,0.065,-0.074
1871056,1001.02,CANDIDATE,140.107650000,1.8700000e-03,-1.8700000e-03,3.26,0.14,0.10,2.000,0.054,-0.053,1.426,0.065,-0.074
1996180,2534.01,CANDIDATE,3.025584940,1.2020000e-05,-1.2020000e-05,1.49,0.17,0.17,1.165,0.034,-0.033,1.118,0.060,-0.069
1996180,2534.02,CANDIDATE,5.422042570,6.8470000e-05,-6.8470000e-05,1.29,0.10,0.28,1.165,0.034,-0.033,1.118,0.060,-0.069
2161949,6259.01,CANDIDATE,4.781139420,6.0370000e-05,-6.0370000e-05,1.07,0.08,0.09,1.046,0.029,-0.029,0.943,0.075,-0.071
2161949,6259.02,CANDIDATE,7.188640640,7.7580000e-05,-7.7580000e-05,1.22,0.08,0.11,1.046,0.029,-0.029,0.943,0.075,-0.071
2165002,999.01,CANDIDATE,16.568068420,5.2260000e-05,-5.2260000e-05,2.62,0.12,0.09,0.737,0.021,-0.019,0.784,0.030,-0.037
2165002,999.02,CANDIDATE,47.332929900,3.4560000e-04,-3.4560000e-04,2.25,0.10,0.16,0.737,0.021,-0.019,0.784,0.030,-0.037
2302548,988.01,CANDIDATE,10.381224470,2.1310000e-05,-2.1310000e-05,2.14,0.06,0.08,0.766,0.013,-0.013,0.798,0.033,-0.043
2302548,988.02,CANDIDATE,24.570902300,1.0090000e-04,-1.0090000e-04,2.77,0.05,0.62,0.766,0.013,-0.013,0.798,0.033,-0.043
2305866,2610.01,CANDIDATE,24.107317200,2.6620000e-04,-2.6620000e-04,2.51,0.47,0.16,2.304,0.066,-0.065,1.552,0.079,-0.077
2305866,2610.02,CANDIDATE,115.230655000,2.0970000e-03,-2.0970000e-03,3.68,0.11,0.71,2.304,0.066,-0.065,1.552,0.079,-0.077
2307415,2053.02,CANDIDATE,4.612673600,1.2080000e-05,-1.2080000e-05,1.80,0.20,0.15,1.437,0.034,-0.034,1.152,0.066,-0.085
2307415,2053.01,CANDIDATE,13.121621670,4.4830000e-05,-4.4830000e-05,2.24,0.30,0.22,1.437,0.034,-0.034,1.152,0.066,-0.085
2438264,440.02,CANDIDATE,4.973455252,4.4300000e-06,-4.4300000e-06,2.53,0.11,0.30,0.819,0.015,-0.015,0.819,0.045,-0.038
2438264,440.01,CANDIDATE,15.906888910,2.5540000e-05,-2.5540000e-05,2.42,0.09,0.05,0.819,0.015,-0.015,0.819,0.045,-0.038
2581316,3681.02,CANDIDATE,10.514211620,5.5360000e-05,-5.5360000e-05,1.39,0.03,0.20,1.298,0.028,-0.027,1.096,0.065,-0.073
2581316,3681.01,CANDIDATE,217.831842930,8.5070000e-05,-8.5070000e-05,12.43,0.27,0.26,1.298,0.028,-0.027,1.096,0.065,-0.073
2715695,3077.01,CANDIDATE,4.095781990,2.0020000e-05,-2.0020000e-05,1.54,0.45,0.19,0.697,0.021,-0.021,0.732,0.031,-0.032
2715695,3077.02,CANDIDATE,7.558429230,8.6030000e-05,-8.6030000e-05,1.37,0.04,0.17,0.697,0.021,-0.021,0.732,0.031,-0.032
2716801,3053.02,CANDIDATE,9.476705700,1.6680000e-04,-1.6680000e-04,1.58,0.15,0.14,1.042,0.064,-0.057,0.990,0.069,-0.075
2716801,3053.01,CANDIDATE,42.521700600,5.9420000e-04,-5.9420000e-04,2.79,0.19,0.23,1.042,0.064,-0.057,0.990,0.069,-0.075
2832589,1942.02,CANDIDATE,2.433703498,8.9720000e-06,-8.9720000e-06,1.84,1.03,0.45,0.858,0.026,-0.025,0.852,0.055,-0.056
2832589,1942.01,CANDIDATE,10.849694770,2.7770000e-05,-2.7770000e-05,2.94,0.31,0.14,0.858,0.026,-0.025,0.852,0.055,-0.056
2837111,1110.02,CANDIDATE,3.718408840,7.6170000e-05,-7.6170000e-05,1.26,0.09,0.11,1.439,0.056,-0.053,1.117,0.080,-0.090
2837111,1110.01,CANDIDATE,8.734885200,4.4250000e-05,-4.4250000e-05,2.38,0.12,0.12,1.439,0.056,-0.053,1.117,0.080,-0.090
2852810,6097.02,CANDIDATE,88.433122000,6.1030000e-03,-6.1030000e-03,2.66,0.75,0.44,2.385,0.089,-0.088,1.555,0.070,-0.143
2852810,6097.04,CANDIDATE,126.505657000,7.8690000e-03,-7.8690000e-03,2.37,0.16,0.34,2.385,0.089,-0.088,1.555,0.070,-0.143
2852810,6097.03,CANDIDATE,282.343150000,1.0910000e-02,-1.0910000e-02,3.67,0.30,0.48,2.385,0.089,-0.088,1.555,0.070,-0.143
2854181,2232.02,CANDIDATE,12.834857000,1.2060000e-04,-1.2060000e-04,1.58,0.11,0.14,0.926,0.033,-0.030,0.949,0.049,-0.058
2854181,2232.01,CANDIDATE,101.132347500,5.8760000e-04,-5.8760000e-04,3.53,0.20,0.14,0.926,0.033,-0.030,0.949,0.049,-0.058
2854698,986.01,CANDIDATE,8.187394430,1.9440000e-05,-1.9440000e-05,2.11,0.06,0.09,0.933,0.019,-0.019,0.992,0.036,-0.048
2854698,986.02,CANDIDATE,76.049816300,8.7760000e-04,-8.7760000e-04,1.92,0.12,0.08,0.933,0.019,-0.019,0.992,0.036,-0.048
2854914,1113.01,CANDIDATE,25.934064060,7.9120000e-05,-7.9120000e-05,2.52,0.10,0.07,1.242,0.030,-0.029,1.209,0.051,-0.064
2854914,1113.02,CANDIDATE,83.446348500,3.6950000e-04,-3.6950000e-04,2.77,0.11,0.08,1.242,0.030,-0.029,1.209,0.051,-0.064
2975770,1788.01,CANDIDATE,71.525439380,9.4700000e-05,-9.4700000e-05,5.16,0.15,0.10,0.697,0.013,-0.013,0.701,0.034,-0.027
2975770,1788.02,CANDIDATE,369.069345000,5.9280000e-03,-5.9280000e-03,2.75,0.24,0.73,0.697,0.013,-0.013,0.701,0.034,-0.027
2989404,1824.02,CANDIDATE,1.678326300,1.9240000e-06,-1.9240000e-06,1.57,0.08,0.23,1.085,0.026,-0.026,1.005,0.068,-0.070
2989404,1824.01,CANDIDATE,3.553831111,4.5000000e-06,-4.5000000e-06,1.62,0.04,0.12,1.085,0.026,-0.026,1.005,0.068,-0.070
3128552,2055.03,CANDIDATE,2.504752820,1.1440000e-05,-1.1440000e-05,1.29,0.07,0.05,0.973,0.025,-0.024,0.995,0.048,-0.059
3128552,2055.02,CANDIDATE,4.025824340,1.2710000e-05,-1.2710000e-05,1.56,0.08,0.06,0.973,0.025,-0.024,0.995,0.048,-0.059
3128552,2055.04,CANDIDATE,6.130742430,6.9710000e-05,-6.9710000e-05,1.48,0.04,0.37,0.973,0.025,-0.024,0.995,0.048,-0.059
3128552,2055.01,CANDIDATE,8.678903120,2.3820000e-05,-2.3820000e-05,2.23,0.09,0.08,0.973,0.025,-0.024,0.995,0.048,-0.059
3217264,401.01,CANDIDATE,29.198992190,2.3980000e-05,-2.3980000e-05,4.05,0.11,0.09,0.916,0.017,-0.017,0.988,0.031,-0.042
3217264,401.03,CANDIDATE,55.329139900,5.1740000e-04,-5.1740000e-04,1.62,0.07,0.08,0.916,0.017,-0.017,0.988,0.031,-0.042
3217264,401.02,CANDIDATE,160.019159800,5.2080000e-04,-5.2080000e-04,4.17,0.27,0.53,0.916,0.017,-0.017,0.988,0.031,-0.042
3218908,1108.02,CANDIDATE,1.475323222,4.3920000e-06,-4.3920000e-06,1.34,0.08,0.05,1.113,0.032,-0.030,1.089,0.048,-0.060
3218908,1108.03,CANDIDATE,4.152461180,1.5840000e-05,-1.5840000e-05,1.74,0.38,0.13,1.113,0.032,-0.030,1.089,0.048,-0.060
3218908,1108.01,CANDIDATE,18.925372460,5.2310000e-05,-5.2310000e-05,3.17,0.33,0.39,1.113,0.032,-0.030,1.089,0.048,-0.060
3219037,3395.02,CANDIDATE,5.039585100,1.1840000e-04,-1.1840000e-04,1.76,0.13,0.20,2.100,0.102,-0.098,1.055,0.083,-0.095
3219037,3395.01,CANDIDATE,10.005069740,9.3090000e-05,-9.3090000e-05,2.52,0.18,0.21,2.100,0.102,-0.098,1.055,0.083,-0.095
3230805,3068.01,CANDIDATE,3.916795530,2.6020000e-05,-2.6020000e-05,0.84,0.06,0.05,0.685,0.014,-0.014,0.715,0.027,-0.031
3230805,3068.02,CANDIDATE,6.651714590,5.7450000e-05,-5.7450000e-05,0.84,0.05,0.08,0.685,0.014,-0.014,0.715,0.027,-0.031
3231341,1102.04,CANDIDATE,4.244390490,2.7170000e-05,-2.7170000e-05,1.83,0.07,0.39,1.099,0.039,-0.037,1.060,0.062,-0.069
3231341,1102.02,CANDIDATE,8.145159810,4.3800000e-05,-4.3800000e-05,3.04,0.24,0.64,1.099,0.039,-0.037,1.060,0.062,-0.069
3234843,3057.02,CANDIDATE,10.613687120,6.1920000e-05,-6.1920000e-05,1.90,0.13,0.10,0.807,0.035,-0.033,0.835,0.046,-0.055
3234843,3057.01,CANDIDATE,29.727220000,2.0160000e-04,-2.0160000e-04,2.78,0.54,0.25,0.807,0.035,-0.033,0.835,0.046,-0.055
3239945,490.01,CANDIDATE,4.393157678,5.4850000e-06,-5.4850000e-06,1.51,0.06,0.03,0.738,0.013,-0.012,0.755,0.035,-0.036
3239945,490.03,CANDIDATE,7.406116760,1.3920000e-05,-1.3920000e-05,1.46,0.07,0.04,0.738,0.013,-0.012,0.755,0.035,-0.036
3239945,490.04,CANDIDATE,21.803708000,1.3610000e-04,-1.3610000e-04,1.18,0.33,0.07,0.738,0.013,-0.012,0.755,0.035,-0.036
3239945,490.02,CANDIDATE,1071.232624000,6.4350000e-04,-6.4350000e-04,9.88,0.18,0.18,0.738,0.013,-0.012,0.755,0.035,-0.036
3240158,1106.01,CANDIDATE,7.426081230,1.8800000e-05,-1.8800000e-05,2.29,0.11,0.08,1.092,0.037,-0.035,1.111,0.043,-0.052
3240158,1106.03,CANDIDATE,13.229820300,2.7830000e-04,-2.7830000e-04,1.39,0.32,0.16,1.092,0.037,-0.035,1.111,0.043,-0.052
3240158,1106.02,CANDIDATE,15.986893200,2.8280000e-04,-2.8280000e-04,1.50,0.05,0.18,1.092,0.037,-0.035,1.111,0.043,-0.052
3245969,1101.01,CANDIDATE,11.391023580,8.8580000e-05,-8.8580000e-05,1.79,0.77,0.21,0.781,0.024,-0.023,0.804,0.041,-0.049
3245969,1101.02,CANDIDATE,11.391109630,7.2740000e-05,-7.2740000e-05,1.95,0.07,0.20,0.781,0.024,-0.023,0.804,0.041,-0.049
3247268,1089.02,CANDIDATE,12.218280970,1.1280000e-05,-1.1280000e-05,5.14,0.45,0.44,1.089,0.032,-0.030,1.091,0.051,-0.064
3247268,1089.01,CANDIDATE,86.678560520,6.2620000e-05,-6.2620000e-05,9.91,0.29,0.29,1.089,0.032,-0.030,1.091,0.051,-0.064
3323887,377.03,CANDIDATE,1.592959750,2.2940000e-06,-2.2940000e-06,1.51,0.06,0.04,0.976,0.020,-0.019,1.024,0.033,-0.047
3323887,377.01,CANDIDATE,19.270825843,4.1820000e-06,-4.1820000e-06,7.90,0.16,0.16,0.976,0.020,-0.019,1.024,0.033,-0.047
3323887,377.02,CANDIDATE,38.907875170,1.3580000e-05,-1.3580000e-05,8.14,0.18,0.18,0.976,0.020,-0.019,1.024,0.033,-0.047
3338885,1845.01,CANDIDATE,1.970340203,2.2760000e-06,-2.2760000e-06,1.85,0.08,0.29,0.778,0.013,-0.013,0.839,0.025,-0.034
3338885,1845.02,CANDIDATE,5.058213380,4.7380000e-06,-4.7380000e-06,4.99,0.53,2.11,0.778,0.013,-0.013,0.839,0.025,-0.034
3342794,2278.02,CANDIDATE,4.920310630,3.0820000e-05,-3.0820000e-05,1.27,0.06,0.06,1.411,0.040,-0.038,1.116,0.072,-0.080
3342794,2278.01,CANDIDATE,14.172228580,5.5550000e-05,-5.5550000e-05,2.57,0.08,0.36,1.411,0.040,-0.038,1.116,0.072,-0.080
3342970,800.01,CANDIDATE,2.711504086,3.8000000e-06,-3.8000000e-06,3.42,0.21,0.18,1.180,0.067,-0.062,1.158,0.061,-0.070
3342970,800.02,CANDIDATE,7.212037480,1.5530000e-05,-1.5530000e-05,3.64,0.23,0.20,1.180,0.067,-0.062,1.158,0.061,-0.070
3348082,1196.02,CANDIDATE,11.634860090,8.8750000e-05,-8.8750000e-05,2.07,0.13,0.11,1.232,0.051,-0.049,0.969,0.074,-0.068
3348082,1196.03,CANDIDATE,33.198176100,3.7580000e-04,-3.7580000e-04,2.55,0.44,0.37,1.232,0.051,-0.049,0.969,0.074,-0.068
3447722,1198.02,CANDIDATE,10.300679190,9.1600000e-05,-9.1600000e-05,2.33,0.19,0.17,1.411,0.089,-0.097,1.237,0.078,-0.083
3447722,1198.01,CANDIDATE,16.088323180,8.7790000e-05,-8.7790000e-05,3.63,0.83,0.31,1.411,0.089,-0.097,1.237,0.078,-0.083
3447722,1198.03,CANDIDATE,35.675745300,3.5290000e-04,-3.5290000e-04,3.20,0.62,0.26,1.411,0.089,-0.097,1.237,0.078,-0.083
3541946,624.03,CANDIDATE,1.311842968,2.0210000e-06,-2.0210000e-06,1.40,0.05,0.04,0.908,0.018,-0.017,0.950,0.041,-0.052
3541946,624.01,CANDIDATE,17.790016780,3.2030000e-05,-3.2030000e-05,2.65,0.07,0.06,0.908,0.018,-0.017,0.950,0.041,-0.052
3541946,624.02,CANDIDATE,49.567408500,1.8670000e-04,-1.8670000e-04,2.85,0.06,0.40,0.908,0.018,-0.017,0.950,0.041,-0.052
3548044,2194.01,CANDIDATE,34.763054300,2.1320000e-04,-2.1320000e-04,2.30,0.47,0.19,1.243,0.032,-0.031,0.996,0.074,-0.071
3548044,2194.02,CANDIDATE,67.968656000,5.8540000e-04,-5.8540000e-04,2.24,0.08,0.10,1.243,0.032,-0.031,0.996,0.074,-0.071
3548044,2194.03,CANDIDATE,445.216850000,1.8120000e-02,-1.8120000e-02,1.80,0.10,0.14,1.243,0.032,-0.031,0.996,0.074,-0.071
3554031,1194.03,CANDIDATE,4.176342760,2.4260000e-05,-2.4260000e-05,1.33,0.09,0.06,0.595,0.015,-0.015,0.608,0.020,-0.019
3554031,1194.01,CANDIDATE,8.707983090,2.9270000e-05,-2.9270000e-05,2.16,0.12,0.08,0.595,0.015,-0.015,0.608,0.020,-0.019
3554031,1194.02,CANDIDATE,14.862307600,1.3040000e-04,-1.3040000e-04,1.69,0.08,0.15,0.595,0.015,-0.015,0.608,0.020,-0.019
3559860,3440.01,CANDIDATE,33.025717900,6.1810000e-04,-6.1810000e-04,2.98,0.31,0.29,1.335,0.112,-0.106,1.002,0.081,-0.072
3559860,3440.02,CANDIDATE,58.940569000,1.2130000e-03,-1.2130000e-03,3.34,0.30,0.46,1.335,0.112,-0.106,1.002,0.081,-0.072
3559935,492.01,CANDIDATE,29.911188600,9.4440000e-05,-9.4440000e-05,2.61,0.11,0.07,0.873,0.021,-0.020,0.915,0.042,-0.051
3559935,492.02,CANDIDATE,265.296170000,1.5480000e-02,-1.5480000e-02,2.14,0.22,0.30,0.873,0.021,-0.020,0.915,0.042,-0.051
3561464,3398.03,CANDIDATE,4.327105790,6.0450000e-05,-6.0450000e-05,1.35,0.11,0.09,1.494,0.039,-0.035,1.386,0.063,-0.058
3561464,3398.01,CANDIDATE,7.319452940,6.1600000e-05,-6.1600000e-05,1.91,0.11,0.09,1.494,0.039,-0.035,1.386,0.063,-0.058
3561464,3398.02,CANDIDATE,35.800711200,3.7130000e-04,-3.7130000e-04,3.01,0.15,0.10,1.494,0.039,-0.035,1.386,0.063,-0.058
3632089,3308.02,CANDIDATE,5.327841570,4.2900000e-05,-4.2900000e-05,1.56,0.10,0.07,1.681,0.048,-0.049,1.061,0.074,-0.070
3632089,3308.01,CANDIDATE,31.778756400,2.1050000e-04,-2.1050000e-04,2.72,0.11,0.11,1.681,0.048,-0.049,1.061,0.074,-0.070
3640905,1221.01,CANDIDATE,30.159941100,1.7610000e-04,-1.7610000e-04,4.19,0.59,0.52,2.818,0.077,-0.074,1.379,0.076,-0.131
3640905,1221.02,CANDIDATE,51.077104800,5.5730000e-04,-5.5730000e-04,3.38,0.72,0.16,2.818,0.077,-0.074,1.379,0.076,-0.131
3642289,301.01,CANDIDATE,6.002548291,9.7010000e-06,-9.7010000e-06,2.38,0.18,0.39,1.392,0.031,-0.035,1.175,0.068,-0.081
3642289,301.02,CANDIDATE,11.448658230,8.1660000e-05,-8.1660000e-05,1.35,0.33,0.15,1.392,0.031,-0.035,1.175,0.068,-0.081
3645438,4385.01,CANDIDATE,7.298142000,5.4230000e-05,-5.4230000e-05,1.61,0.09,0.12,0.840,0.033,-0.030,0.864,0.046,-0.050
3645438,4385.03,CANDIDATE,17.369511200,4.8960000e-04,-4.8960000e-04,1.46,0.23,0.09,0.840,0.033,-0.030,0.864,0.046,-0.050
3645438,4385.02,CANDIDATE,386.370512000,8.2550000e-03,-8.2550000e-03,2.98,0.21,0.16,0.840,0.033,-0.030,0.864,0.046,-0.050
3656121,386.01,CANDIDATE,31.158824900,5.7300000e-05,-5.7300000e-05,3.17,0.10,0.08,1.027,0.022,-0.022,1.075,0.030,-0.040
3656121,386.02,CANDIDATE,76.732455600,3.4030000e-04,-3.4030000e-04,2.74,0.07,0.12,1.027,0.022,-0.022,1.075,0.030,-0.040
3657758,2034.02,CANDIDATE,2.370293200,3.0660000e-05,-3.0660000e-05,1.43,0.18,0.14,0.965,0.044,-0.041,0.958,0.059,-0.069
3657758,2034.01,CANDIDATE,3.609313059,7.6050000e-06,-7.6050000e-06,3.62,0.18,0.21,0.965,0.044,-0.041,0.958,0.059,-0.069
3661886,2279.02,CANDIDATE,12.509457980,7.4690000e-05,-7.4690000e-05,1.52,0.04,0.14,1.168,0.027,-0.028,1.155,0.048,-0.062
3661886,2279.01,CANDIDATE,27.014262200,1.4970000e-04,-1.4970000e-04,1.97,0.09,0.07,1.168,0.027,-0.028,1.155,0.048,-0.062
3734418,2261.01,CANDIDATE,3.975996290,1.1370000e-05,-1.1370000e-05,1.09,0.03,0.05,0.770,0.011,-0.010,0.812,0.032,-0.046
3734418,2261.02,CANDIDATE,6.625478100,1.7420000e-04,-1.7420000e-04,0.84,0.16,0.16,0.770,0.011,-0.010,0.812,0.032,-0.046
3745690,442.02,CANDIDATE,1.732346403,3.2010000e-06,-3.2010000e-06,1.48,0.06,0.05,1.102,0.030,-0.029,0.922,0.069,-0.062
3745690,442.03,CANDIDATE,7.025740900,2.3480000e-05,-2.3480000e-05,1.70,0.27,0.19,1.102,0.030,-0.029,0.922,0.069,-0.062
3745690,442.01,CANDIDATE,13.540574610,3.4610000e-05,-3.4610000e-05,2.36,0.09,0.08,1.102,0.030,-0.029,0.922,0.069,-0.062
3747817,4103.02,CANDIDATE,14.237841700,3.1880000e-04,-3.1880000e-04,1.35,0.22,0.07,0.981,0.026,-0.026,0.849,0.050,-0.034
3747817,4103.01,CANDIDATE,184.772710000,2.3350000e-03,-2.3350000e-03,2.95,0.17,0.12,0.981,0.026,-0.026,0.849,0.050,-0.034
3748855,6355.01,CANDIDATE,4.371989050,4.8560000e-05,-4.8560000e-05,0.88,0.07,0.07,0.866,0.025,-0.023,0.857,0.049,-0.053
3748855,6355.02,CANDIDATE,6.728766060,8.7340000e-05,-8.7340000e-05,0.97,0.06,0.11,0.866,0.025,-0.023,0.857,0.049,-0.053
3758499,5007.01,CANDIDATE,14.516815100,2.2990000e-04,-2.2990000e-04,1.65,0.06,0.16,1.703,0.043,-0.041,1.270,0.064,-0.109
3758499,5007.02,CANDIDATE,80.881757000,3.2160000e-03,-3.2160000e-03,2.05,0.15,0.10,1.703,0.043,-0.041,1.270,0.064,-0.109
3765917,4526.02,CANDIDATE,11.818728800,1.1480000e-04,-1.1480000e-04,1.83,0.10,0.20,1.164,0.062,-0.059,1.041,0.075,-0.074
3765917,4526.01,CANDIDATE,30.539293100,4.8280000e-04,-4.8280000e-04,2.39,0.16,0.18,1.164,0.062,-0.059,1.041,0.075,-0.074
3832474,806.03,CANDIDATE,29.159861500,2.5340000e-04,-2.5340000e-04,1.89,0.10,0.16,0.856,0.029,-0.027,0.912,0.039,-0.042
3832474,806.02,CANDIDATE,60.324942160,3.2070000e-05,-3.2070000e-05,12.03,0.41,0.40,0.856,0.029,-0.027,0.912,0.039,-0.042
3832474,806.01,CANDIDATE,143.206304700,2.3480000e-04,-2.3480000e-04,8.79,0.49,0.31,0.856,0.029,-0.027,0.912,0.039,-0.042
3867615,2289.02,CANDIDATE,20.098367600,1.2380000e-04,-1.2380000e-04,1.60,0.08,0.06,1.279,0.027,-0.028,1.188,0.062,-0.069
3867615,2289.01,CANDIDATE,62.784398100,4.2310000e-04,-4.2310000e-04,2.32,0.10,0.09,1.279,0.027,-0.028,1.188,0.062,-0.069
3937519,221.01,CANDIDATE,3.413036353,6.2600000e-07,-6.2600000e-07,5.24,0.12,0.12,0.860,0.020,-0.019,0.891,0.042,-0.053
3937519,221.02,CANDIDATE,5.896619660,4.5910000e-05,-4.5910000e-05,1.01,0.06,0.05,0.860,0.020,-0.019,0.891,0.042,-0.053
3937814,4084.03,CANDIDATE,8.196197680,6.3260000e-05,-6.3260000e-05,1.34,0.46,0.18,0.864,0.022,-0.021,0.913,0.039,-0.048
3937814,4084.02,CANDIDATE,10.729007930,5.6080000e-05,-5.6080000e-05,1.76,0.38,0.08,0.864,0.022,-0.021,0.913,0.039,-0.048
3937814,4084.01,CANDIDATE,214.881456000,3.9170000e-03,-3.9170000e-03,2.32,0.16,0.09,0.864,0.022,-0.021,0.913,0.039,-0.048
3939150,1215.01,CANDIDATE,17.324191080,6.3680000e-05,-6.3680000e-05,2.96,0.23,0.24,1.751,0.046,-0.045,1.317,0.057,-0.084
3939150,1215.02,CANDIDATE,33.006318500,1.4900000e-04,-1.4900000e-04,2.95,0.09,0.12,1.751,0.046,-0.045,1.317,0.057,-0.084
3942670,392.02,CANDIDATE,12.611968500,2.9830000e-04,-2.9830000e-04,1.43,0.14,0.06,1.529,0.046,-0.053,1.249,0.060,-0.074
3942670,392.01,CANDIDATE,33.416055300,3.1020000e-04,-3.1020000e-04,3.21,0.11,0.64,1.529,0.046,-0.053,1.249,0.060,-0.074
3962243,1203.02,CANDIDATE,14.128476770,6.6470000e-05,-6.6470000e-05,2.51,0.30,0.30,0.896,0.038,-0.035,0.921,0.044,-0.049
3962243,1203.01,CANDIDATE,31.884147300,2.0990000e-04,-2.0990000e-04,3.40,0.15,0.74,0.896,0.038,-0.035,0.921,0.044,-0.049
3967760,1760.01,CANDIDATE,5.524186250,2.3650000e-05,-2.3650000e-05,1.89,0.07,0.14,0.843,0.028,-0.025,0.910,0.034,-0.036
3967760,1760.02,CANDIDATE,8.775147820,6.1310000e-05,-6.1310000e-05,1.60,0.07,0.15,0.843,0.028,-0.025,0.910,0.034,-0.036
4077526,1336.04,CANDIDATE,4.458148970,2.8970000e-05,-2.8970000e-05,1.46,0.39,0.14,0.982,0.031,-0.030,0.972,0.059,-0.070
4077526,1336.01,CANDIDATE,10.218645320,4.5180000e-05,-4.5180000e-05,2.11,0.08,0.10,0.982,0.031,-0.030,0.972,0.059,-0.070
4077526,1336.02,CANDIDATE,15.573637000,1.0060000e-04,-1.0060000e-04,2.66,0.08,0.51,0.982,0.031,-0.030,0.972,0.059,-0.070
4077526,1336.03,CANDIDATE,40.101556100,2.9040000e-04,-2.9040000e-04,2.65,0.39,0.36,0.982,0.031,-0.030,0.972,0.059,-0.070
4139816,812.01,CANDIDATE,3.340218842,3.1770000e-06,-3.1770000e-06,2.33,0.24,0.08,0.566,0.020,-0.015,0.581,0.020,-0.019
4139816,812.04,CANDIDATE,7.825021680,3.8900000e-05,-3.8900000e-05,1.38,0.25,0.11,0.566,0.020,-0.015,0.581,0.020,-0.019
4139816,812.02,CANDIDATE,20.060363360,5.8390000e-05,-5.8390000e-05,2.25,0.37,0.10,0.566,0.020,-0.015,0.581,0.020,-0.019
4139816,812.03,CANDIDATE,46.184203900,2.6540000e-04,-2.6540000e-04,2.10,0.11,0.07,0.566,0.020,-0.015,0.581,0.020,-0.019
4141593,7685.02,CANDIDATE,33.502923000,1.0410000e-03,-1.0410000e-03,2.55,0.45,0.27,2.792,0.077,-0.081,1.616,0.087,-0.180
4141593,7685.01,CANDIDATE,64.740274000,1.4850000e-03,-1.4850000e-03,3.21,0.60,0.27,2.792,0.077,-0.081,1.616,0.087,-0.180
4142847,2210.01,CANDIDATE,2.888904439,7.1040000e-06,-7.1040000e-06,1.53,0.04,0.20,0.688,0.016,-0.015,0.713,0.029,-0.032
4142847,2210.02,CANDIDATE,210.631486000,1.5120000e-03,-1.5120000e-03,2.92,0.54,0.22,0.688,0.016,-0.015,0.713,0.029,-0.032
4157325,1860.03,CANDIDATE,3.076447090,1.0380000e-05,-1.0380000e-05,1.56,0.25,0.12,0.993,0.022,-0.021,1.041,0.034,-0.047
4157325,1860.01,CANDIDATE,6.319435530,1.2890000e-05,-1.2890000e-05,2.63,0.06,0.25,0.993,0.022,-0.021,1.041,0.034,-0.047
4157325,1860.02,CANDIDATE,12.209517550,3.9320000e-05,-3.9320000e-05,2.53,0.29,0.23,0.993,0.022,-0.021,1.041,0.034,-0.047
4157325,1860.04,CANDIDATE,24.843483700,4.2810000e-04,-4.2810000e-04,1.53,0.04,0.14,0.993,0.022,-0.021,1.041,0.034,-0.047
4164922,3864.01,CANDIDATE,1.210693626,1.5920000e-06,-1.5920000e-06,0.96,0.18,0.05,0.736,0.012,-0.012,0.772,0.029,-0.039
4164922,3864.02,CANDIDATE,18.257272200,1.0810000e-04,-1.0810000e-04,0.92,0.03,0.06,0.736,0.012,-0.012,0.772,0.029,-0.039
4173026,2172.01,CANDIDATE,10.440873980,5.1130000e-05,-5.1130000e-05,2.90,0.35,0.55,0.834,0.024,-0.023,0.871,0.041,-0.057
4173026,2172.02,CANDIDATE,116.583183000,2.2310000e-03,-2.2310000e-03,2.47,0.10,0.30,0.834,0.024,-0.023,0.871,0.041,-0.057
4249725,222.01,CANDIDATE,6.312508525,5.2630000e-06,-5.2630000e-06,2.44,0.07,0.05,0.698,0.013,-0.013,0.697,0.029,-0.022
